periodo,year,month,ipeco,seactual,dactual,sefuturo,dfuturo,ifuturo,ctotal,cdurables,cnodurables,cservicios,imacec,ipv,remuneraciones,gndi,ipsa,tpromedio,tmenos6meses,t6a12meses,t1a3anos,tmas3anos,desempleo,ipec,tcn,ipc
2016-03-01,2016,3,56.12876081,52.98013245,26.1627907,75,44.58598726,81.91489362,22516.03697,1888.209374,9640.374022,10983.60225,110.8156555,164.2552144,61.41898608,35035.67643,3937.49,22.69,8.53220047,24.54515899,25.45411238,22.36546644,6.3,35.5,682.0677273,163.6790289
2016-04-01,2016,4,51.33680158,44.59459459,11.42857143,76.14213198,41.42011834,83.09859155,,,,,105.9532431,,61.05863415,,4002.07,23.31,11.91520547,24.70691066,25.83181722,23.10449156,6.4,34.6,669.932381,164.170066
2016-05-01,2016,5,54.75072007,48.10810811,18.1372549,77.52808989,52.90697674,77.07317073,,,,,105.9217971,,60.96715606,,3934.71,22.87,12.18345562,24.5144824,25.22279532,22.50645746,6.8,33.9,681.8704545,164.4984062
2016-06-01,2016,6,59.84577483,51.18110236,25.17482517,79.31034483,56.84931507,86.71328671,22823.9204,1933.272125,9289.436076,11610.29169,103.3276612,161.0176814,60.96039883,34597.29484,3995.91,23.12,12.83141053,25.34570869,25.20096753,22.58111618,6.9,35.1,681.0719048,165.1563998
2016-07-01,2016,7,53.8913903,44.61538462,27.60736196,71.51898734,45.57823129,80.1369863,,,,,102.5028394,,61.12877488,,4117.47,23.19,12.48181201,25.80598732,25.0795296,22.67586313,7.1,33,657.5671429,165.4867126
2016-08-01,2016,8,54.8196715,50.58823529,27.48815166,60.11235955,53.80434783,82.10526316,,,,,103.6552232,,61.46112785,,4119.28,22.78,12.49793291,25.48866252,24.82356689,22.03335088,6.9,31.5,658.8904545,165.4867126
2016-09-01,2016,9,52.19589187,46.70658683,25.80645161,69.94219653,46.40883978,72.11538462,22874.77749,1939.895194,9215.933502,11730.60656,102.2020447,162.3120396,61.48921894,34518.84104,4015.25,23.16,12.65024841,26.11830755,24.95099679,22.57640498,6.8,33.4,668.632381,165.817686
2016-10-01,2016,10,53.70822745,55.55555556,30.05181347,69.32515337,39.59731544,74.01129944,,,,,104.6733279,,61.48685962,,4289.78,23.2,12.86564725,25.73563055,24.79638232,22.73647206,6.4,36.2,663.9221053,166.1493214
2016-11-01,2016,11,57.95746535,58.19672131,24.11764706,71.52317881,47.2972973,88.65248227,,,,,110.0408551,,61.55771292,,4207.24,22.64,11.86924613,25.16287505,24.66380268,22.26725013,6.2,37.2218911,666.117619,166.3154707
2016-12-01,2016,12,62.63921943,66.96428571,29.01234568,80.28169014,59.23076923,77.70700637,24745.54171,2350.546281,10526.11621,11861.84629,117.9672026,166.9935341,62.18715148,37596.59104,4151.39,22.38,11.8827897,24.80423654,23.88221179,22.31836193,6.1,40.08457333,667.1680952,165.9828398
2017-01-01,2017,1,62.8023512,64.34108527,32.93413174,75.64102564,61.9047619,79.19075145,,,,,104.4764518,,62.54317942,,4199.5,23.04,12.35475329,25.72592546,24.53997795,22.36464761,6.2,39.20097917,661.1942857,166.812754
2017-02-01,2017,2,56.37885486,49.26470588,38.46153846,70.34482759,52.11267606,71.71052632,,,,,97.73566358,,62.19099709,,4359.88,23.34,12.38,26.26,24.77,22.6,6.4,36.98346393,643.2095,167.1463795
2017-03-01,2017,3,59.24779168,63.07692308,29.31034483,70.39473684,52,81.45695364,23178.68221,2101.43812,9894.440863,11178.97907,110.5073028,169.851965,62.45569339,34999.68023,4783.42,22.02,11.18,25.57,24.07,20.63,6.6,37.32406006,661.2026087,167.814965
2017-04-01,2017,4,58.12483685,60.76923077,22.77777778,75.17241379,58.33333333,73.57142857,,,,,105.2128667,,62.16451393,,4795.13,22.83,11.14,25.79,24.97,22.07,6.7,40.07368137,655.7433333,168.1505949
2017-05-01,2017,5,58.10234381,61.15702479,21.64179104,73.6,62.5,71.61290323,,,,,107.1522154,,62.20341037,,4855.75,21.88,11.5,24.96,24.17,20.7,7,40.56276388,671.5395455,168.3187455
2017-06-01,2017,6,72.52504489,70.79646018,42.67515924,85.51724138,75,88.63636364,23455.72117,2169.619631,9554.400841,11737.94068,104.0931007,172.3018296,62.69182201,35440.56541,4747.24,22.2,12.81,25.35,24.23,20.75,7,40.81287352,665.1533333,167.6454705
2017-07-01,2017,7,61.1111009,66.66666667,29.71428571,72.95597484,51.4084507,84.81012658,,,,,104.6841175,,63.17985409,,5064.63,22.01,12.92,25.07,23.83,20.68,6.9,41.04892806,658.1714286,167.9807615
2017-08-01,2017,8,60.33842309,57.93103448,31.36094675,70.21276596,59.70149254,82.48587571,,,,,105.9293099,,63.36862915,,5153.15,21.45,13.02,24.56,23.36,19.97,6.6,41.12909543,644.2418182,168.316723
2017-09-01,2017,9,63.20974005,56.09756098,36.94267516,76.05633803,68.42105263,78.53107345,23547.14013,2217.857486,9452.000552,11886.43902,103.9657149,175.1527563,63.58491669,35641.4961,5341.93,22.06,12.88,25.15,23.9,20.96,6.7,45.8907679,625.5415789,167.9800896
2017-10-01,2017,10,61.66323943,46.49122807,38.85350318,76.19047619,64.61538462,82.1656051,,,,,108.0529555,,63.38912761,,5588.08,21.65,11.83,24.7,23.63,20.56,6.7,46.45276352,629.5465,168.9879701
2017-11-01,2017,11,62.69619677,53.98230088,42.36111111,75.78125,60.66666667,80.68965517,,,,,113.5832329,,63.6923253,,5003.4,21.15,10.97,23.96,23.31,20.18,6.5,47.38434439,633.767619,169.1569581
2017-12-01,2017,12,58.03516041,45.45454545,26.84824903,75.28089888,63.56589147,79.02621723,25539.25724,2596.159861,10827.00459,12111.60936,121.0604562,178.1536564,64.09525193,38727.06766,5564.6,21.34,10.76,23.75,22.96,21.03,6.4,53.14901587,636.9236842,169.326115
2018-01-01,2018,1,65.56254076,64.44444444,44.6969697,75,69.28104575,74.3902439,,,,,109.0010518,,64.27586252,,5855.38,21.67,11.92,24.52,23.43,20.76,6.5,51.49187407,605.5286364,170.1727456
2018-02-01,2018,2,65.16940154,53.38983051,47.2972973,79.52755906,70.28985507,75.34246575,,,,,102.3998341,,64.03493087,,5602.83,22.45,12.36,25.32,24.39,21.33,6.7,51.1,596.839,170.1727456
2018-03-01,2018,3,63.22738218,57.77777778,40,78.42105263,60.52631579,79.41176471,24028.80282,2325.34464,10070.16329,11636.00236,116.0885937,178.2095348,64.23553717,37090.15769,5542.22,20.91,10.82,24.18,23.18,19.61,6.9,50,603.4452381,170.5130911
2018-04-01,2018,4,65.48998279,62.26415094,52.54237288,72.60273973,55.28455285,84.75609756,,,,,112.0616984,,64.22466739,,5710.9,21.2,9.43,24.73,23.58,20.16,6.7,51.24991738,600.547619,171.0246304
2018-05-01,2018,5,68.00380814,66.37931034,39.7515528,87.87878788,62.67605634,83.33333333,,,,,112.2432468,,63.94512535,,5455.09,20.98,7.76,24.53,23.09,19.83,7,51.20448014,626.1190476,171.5377042
2018-06-01,2018,6,56.96841382,48.57142857,31.97969543,74.41860465,52,77.87234043,24602.83575,2476.560786,9822.257469,12317.10685,108.7733565,181.0241397,63.98607247,37462.57846,5301.25,21.29,9.6,25.03,23.47,19.73,7.2,52.73459195,636.1461905,171.709242
2018-07-01,2018,7,60.2307959,68.38235294,21.58273381,72.18543046,52.73972603,86.26373626,,,,,107.7834605,,64.05598126,,5434.44,20.98,9.66,24.4,22.74,19.93,7.3,49.99547489,652.407,172.3960789
2018-08-01,2018,8,61.5412806,56.69291339,21.16788321,84.73282443,61.65413534,83.45864662,,,,,108.7919612,,63.96285911,,5270.44,20.46,9.86,24.27,22.38,18.88,7.3,46.97483983,656.2509091,172.7408711
2018-09-01,2018,9,52.80957683,40,31.91489362,63.15789474,51.38888889,77.5862069,24502.61758,2374.048921,9673.194914,12465.39155,106.1176478,186.7942216,64.38334498,36511.77335,5283.53,21.32,9.17,24.89,23.35,19.93,7.1,46.07010836,680.9147059,173.2590937
2018-10-01,2018,10,56.21670711,53.09734513,29.29936306,68.18181818,54.47761194,76.02739726,,,,,112.7604215,,64.09234538,,5104.33,20.13,7.97,23.73,22.25,18.88,7.1,46.66852776,676.8409091,173.9521301
2018-11-01,2018,11,52.79089986,46.15384615,37.76223776,64,48.97959184,67.05882353,,,,,117.3684526,,64.44301657,,5111.88,20.71,7.19,24.24,22.76,19.36,6.8,44.93838545,677.612,173.9521301
2018-12-01,2018,12,47.83489273,44.84536082,28.57142857,66.26506024,41.11111111,58.38150289,26446.03591,2721.892203,11066.08348,12668.85068,124.8389473,185.7472287,64.81826507,39198.53425,5105.43,20.58,7.11,23.75,22.57,19.89,6.7,44.58978102,681.9868421,173.7781779
2019-01-01,2019,1,52.39927778,47.77777778,36.31578947,70.93596059,54.45544554,52.51141553,,,,,111.0881211,,65.26514708,,5405.61,21.55,10.81,24.53,23.23,20.17,6.8,47.04798718,677.0618182,173.9519561
2019-02-01,2019,2,49.29268992,44.44444444,32.29166667,64.84018265,48.20512821,56.68202765,,,,,103.5682728,,65.36287521,,5287.54,22.14,11.64,25.17,23.96,20.64,6.7,46.27710433,656.3045,173.9519561
2019-03-01,2019,3,52.51207941,54.11764706,38.92215569,66.99029126,53.03030303,49.5,24801.86945,2298.076154,10260.58633,12235.47577,118.092378,,65.62113832,37758.67224,5259.41,20.95,9.66,24.26,23.39,19.19,6.9,42.31779817,667.6785714,174.8217159
2019-04-01,2019,4,52.64924744,54.09836066,39.53488372,60.20942408,53.00546448,56.39810427,,,,,114.1910401,,65.82977702,,5187.1,21.04,9.93,24.48,23.44,19.51,6.9,43.1882508,667.3990476,175.346181
2019-05-01,2019,5,55.49302089,60.29411765,52.1978022,61.69154229,49.72972973,53.55191257,,,,,114.8405359,,65.38613319,,4977.09,20.59,10.45,23.9,22.63,18.77,7.1,40.65985514,692.0038095,176.3982581
2019-06-01,2019,6,53.08661125,55.6097561,45.50898204,58.67346939,54.83870968,50.80213904,25164.77844,2398.39685,9961.610275,12807.52795,110.4247378,,65.31810531,37747.31839,5070.72,20.74,10.27,24.54,22.71,18.88,7.1,37.76876952,692.409,176.3982581
2019-07-01,2019,7,55.59264604,57.00934579,47.33727811,59.27835052,53.51351351,60.82474227,,,,,111.2340638,,65.57810941,,4972.36,20.49,10.33,23.96,22.83,18.5,7.2,40.25073624,686.0595455,176.7510546
2019-08-01,2019,8,54.74821784,54.27135678,43.20987654,59.80861244,58.63874346,57.8125,,,,,112.796174,,,,4804.37,19.77,10.17,23.37,21.95,17.84,7.2,39.42028046,713.7033333,177.1045568
